COVID-19 Vaccinations Equity
Date generated: Sat Mar 12 2022 13:29:15 GMT-0500 (北美东部标准时间)
County,State,SVI,County of Residence Reporting Completeness,Percent of total population fully vaccinated,Percent of 5+ pop fully vaccinated,Percent of 12+ pop fully vaccinated,Percent of 18+ pop fully vaccinated,Percent of 65+ pop fully vaccinated
Lexington City,VA ,Low-Mod,79.3,39.3,41.4,43.2,42.8,78.5
Loudoun County,VA ,Low,79.3,72.2,77.5,81.8,81.4,88.6
Louisa County,VA ,Low-Mod,79.3,41.2,43.5,47.2,49,67.1
Lunenburg County,VA ,High,79.3,49.4,52.1,55.3,56.8,75.5
Lynchburg City,VA ,Mod-High,79.3,30.5,32.6,35.2,36.2,64.9
Madison County,VA ,Low,79.3,54.6,57.5,61.1,62.9,76.9
Manassas City,VA ,Low-Mod,79.3,48,52.5,58.7,60.9,70
Manassas Park City,VA ,Mod-High,79.3,44,46.1,51.1,51.8,57.8
Martinsville City,VA ,High,N/A,N/A,N/A,N/A,N/A,N/A
Mathews County,VA ,Low,79.3,61,63.5,66.5,68.3,82.8
Mecklenburg County,VA ,High,79.3,42,44.2,47.5,49.7,64.1
Middlesex County,VA ,Low,79.3,62.7,65.6,68.7,69.9,83.1
Montgomery County,VA ,Low-Mod,79.3,46.2,48.1,49.9,49.9,72.1
Nelson County,VA ,Low-Mod,79.3,55.9,58.6,62.2,64.7,79.8
New Kent County,VA ,Low,79.3,51.5,54.2,57.9,59.6,87.5
Newport News City,VA ,High,79.3,51.7,55.7,60.3,61.9,81.7
Norfolk City,VA ,High,79.3,70.5,75.4,79.8,81.2,86.2
Northampton County,VA ,Mod-High,79.3,70.5,74.3,79.4,81.2,91
Northumberland County,VA ,Low,79.3,53.8,55.8,59,61,73.8
Norton City,VA ,High,N/A,N/A,N/A,N/A,N/A,N/A
Nottoway County,VA ,High,79.3,42.8,45.1,48.7,50.8,74.5
Orange County,VA ,Low-Mod,79.3,43.3,46,49.8,51.4,71.4
Page County,VA ,Low-Mod,79.3,37.7,39.8,42.9,45,63.2
Patrick County,VA ,Mod-High,79.3,39.5,41.2,44,45.9,58.8
Petersburg City,VA ,High,79.3,34.9,38.2,41.9,43.7,62.4
Pittsylvania County,VA ,Mod-High,79.3,41.5,43.4,46.4,48.4,63.5
Poquoson City,VA ,Low,N/A,N/A,N/A,N/A,N/A,N/A
Portsmouth City,VA ,High,79.3,49.7,53.6,58.4,60.1,75.4
Powhatan County,VA ,Low,79.3,38.6,40.5,43.6,44.7,68.1
Prince Edward County,VA ,Mod-High,79.3,30.7,32.2,34.3,35.2,65.1
Prince George County,VA ,Low-Mod,79.3,50.3,53.4,58.6,61.2,61.1
Prince William County,VA ,Low-Mod,79.3,71.9,77.5,82.7,83.2,90
Pulaski County,VA ,Low-Mod,79.3,43.5,45.7,48.5,49.7,63.6
Radford City,VA ,Low-Mod,79.3,34.8,36.1,37.8,38.3,69.3
Rappahannock County,VA ,Low,79.3,51.6,53.7,56.7,58.2,68.6
Richmond City,VA ,High,79.3,42.4,45,47.8,48.8,61.7
Richmond County,VA ,Mod-High,79.3,40.9,42.7,45.5,47.5,62.8
Roanoke City,VA ,High,79.3,40.9,43.7,48,49.7,64.2
Roanoke County,VA ,Low,79.3,49,51.3,55.1,56.7,73.4
Rockbridge County,VA ,Low,79.3,45.9,47.8,50.9,52.7,64.9
Rockingham County,VA ,Low-Mod,79.3,42.9,45.4,49.2,51.1,70.4
Russell County,VA ,Low-Mod,79.3,46.7,49,52.3,54.3,71.3
Salem City,VA ,Low-Mod,N/A,N/A,N/A,N/A,N/A,N/A
Scott County,VA ,Mod-High,79.3,56,58.4,62.3,64.8,85.4
Shenandoah County,VA ,Low-Mod,79.3,49,51.8,55.7,57.9,75.5
Smyth County,VA ,High,79.3,47.8,50.2,53.5,55.4,70.9
Southampton County,VA ,Low-Mod,79.3,36.9,38.5,41.3,43.3,58.9
Spotsylvania County,VA ,Low,79.3,44.2,47,51.6,53.7,70.5
Stafford County,VA ,Low,79.3,58,61.9,66.5,67.5,87.2
Staunton City,VA ,Low-Mod,79.3,46.6,49.8,53.5,54.9,73.5
Suffolk City,VA ,Low-Mod,79.3,53.1,56.8,61.5,62.7,81.8
Surry County,VA ,Low-Mod,79.3,55,57.6,60.5,61.4,75.5
Sussex County,VA ,High,79.3,35.2,36.6,39.1,40.6,61.5
Tazewell County,VA ,Mod-High,79.3,43.2,45.5,48.6,50.3,63.6
Virginia Beach City,VA ,Low,79.3,62.3,66.4,70.9,72,84.5
Warren County,VA ,Low-Mod,79.3,36.6,38.9,42.3,44.1,65.8
Washington County,VA ,Low-Mod,79.3,57,59.5,63.2,65.4,86.7
Waynesboro City,VA ,Mod-High,79.3,43,46.3,50.9,53.1,75.3
Westmoreland County,VA ,Low-Mod,79.3,45.3,47.9,51.5,53.8,70
Williamsburg City,VA ,Low-Mod,79.3,39.7,40.9,42.9,43.7,74.1
Winchester City,VA ,Mod-High,79.3,42.6,45.5,50.1,51.9,69
Wise County,VA ,High,79.3,47,49.3,52.8,54.7,78
Wythe County,VA ,Low-Mod,79.3,38.9,41,43.7,45.5,59.1
York County,VA ,Low,79.3,66.8,70.6,75.5,76.6,92.7
Adams County,WA ,High,96,59,65.3,76.1,81.7,90.8
Asotin County,WA ,Low-Mod,96,41,43.2,46.6,48.5,72.2
Benton County,WA ,Mod-High,96,56.1,60.3,66,68.4,84.7
Chelan County,WA ,Mod-High,96,70,74.5,80.1,81.7,92
Clallam County,WA ,Mod-High,96,67.9,71,74.5,75.9,86.4
Clark County,WA ,Low-Mod,96,64,68.1,72.7,74.2,92.5
Columbia County,WA ,Low-Mod,96,45.9,48.2,51.4,52.8,61.6
Cowlitz County,WA ,High,96,58.4,62.2,67.3,69.7,88.7
Douglas County,WA ,High,96,61.3,65.6,71.6,74.1,78.8
Ferry County,WA ,High,96,55.7,58.3,60.8,61,71.9
Franklin County,WA ,High,96,52.1,57.1,64.2,67.1,83.8
Garfield County,WA ,Low,96,38.8,41.9,44.9,45.3,52.8
Grant County,WA ,High,96,56.6,61.3,68.4,71.6,82.7
Grays Harbor County,WA ,High,96,60.5,63.8,68.7,70.5,86.7
Island County,WA ,Low,96,75.7,80.2,84.4,85.3,91.2
Jefferson County,WA ,Low,96,76.1,78.4,80.6,81.5,92.7
King County,WA ,Low-Mod,96,80.3,85.1,88,88,93
Kitsap County,WA ,Low-Mod,96,69.3,73.4,77.1,77.7,91.7
Kittitas County,WA ,Low-Mod,96,53.5,56.1,58.9,59.7,85.8
Klickitat County,WA ,Mod-High,96,47.2,49.7,52.8,54.4,72.9
Lewis County,WA ,High,96,50.8,54,58.1,59.9,75
Lincoln County,WA ,Low,96,57.4,60.7,65.3,67.9,80
Mason County,WA ,Mod-High,96,60.4,63.8,67.9,69.4,84.5
Okanogan County,WA ,High,96,67,71.3,77.4,80.7,87.5
Pacific County,WA ,Mod-High,96,58.3,60.7,63.7,64.7,77.7
Pend Oreille County,WA ,Mod-High,96,40.5,42.5,45.4,47.3,62.5
Pierce County,WA ,Low-Mod,96,64.8,69.4,74.3,75.5,90.2
San Juan County,WA ,Low,96,81.3,83.6,85.5,85.2,84.9
Skagit County,WA ,Mod-High,96,66.6,70.7,75.3,76.7,91.6
Skamania County,WA ,Low,96,38.5,40.2,42.7,43.4,54.5
Snohomish County,WA ,Low-Mod,96,70.1,74.8,78.5,79.3,90.8
Spokane County,WA ,Low-Mod,96,60.7,64.5,68.9,70.7,90.4
Stevens County,WA ,Low-Mod,96,38.9,41.1,44.1,46.1,61.9
Thurston County,WA ,Low-Mod,96,68.6,72.7,76.7,77.1,92.7
Wahkiakum County,WA ,Low,96,48.7,50.4,53.4,55.6,66.6
Walla Walla County,WA ,Mod-High,96,63.1,66.6,70.5,71.8,85.6
Whatcom County,WA ,Low-Mod,96,71.2,75,78.5,79.5,91.6
Whitman County,WA ,Mod-High,96,46.4,48.4,49.5,49.6,83.2
Yakima County,WA ,High,96,61.5,66.8,74.1,76.6,85.9
Barbour County,WV ,Mod-High,97.2,49.2,51.8,55.4,57.4,74.4
Berkeley County,WV ,Low-Mod,97.2,54.2,57.7,62.5,65,89.1
Boone County,WV ,Mod-High,97.2,47.4,49.9,53.7,55.2,74.1
Braxton County,WV ,Mod-High,97.2,44.5,46.8,50.3,52.3,69.8
Brooke County,WV ,Low-Mod,97.2,49.8,52.2,55.5,57.1,71.2
Cabell County,WV ,Mod-High,97.2,59.9,63.3,67,67.9,83.1
Calhoun County,WV ,Mod-High,97.2,34.1,35.6,37.7,38.9,52.4
Clay County,WV ,Mod-High,97.2,55.5,58.7,63.6,65.2,91.7
Doddridge County,WV ,Low-Mod,97.2,59.3,61.5,64.4,65.8,90.9
Fayette County,WV ,High,97.2,55.3,58.2,62.7,64.3,80.6
Gilmer County,WV ,High,97.2,60.2,62.4,65.9,67.5,84.8
Grant County,WV ,Low-Mod,97.2,44.5,47.1,50.5,53.1,67.7
Greenbrier County,WV ,Mod-High,97.2,54.6,57.5,61.4,63.3,82.2
Hampshire County,WV ,Mod-High,97.2,45.7,47.8,51,53.3,70.3
Hancock County,WV ,Low-Mod,97.2,65.8,68.8,73.6,76.4,95
Hardy County,WV ,Low-Mod,97.2,55,58.1,62.6,65.4,82.9
Harrison County,WV ,Low-Mod,97.2,51.8,54.8,58.8,60.6,77.8
Jackson County,WV ,Low-Mod,97.2,51.9,54.7,59,61.4,83.3
Jefferson County,WV ,Low,97.2,62.6,66.1,70.4,72,89.9
Kanawha County,WV ,Mod-High,97.2,65.1,68.6,72.9,74.3,89.2
Lewis County,WV ,Mod-High,97.2,57.2,60.4,65.3,67.6,87.8
Lincoln County,WV ,Mod-High,97.2,50.4,53.3,57.8,59.4,77.5
Logan County,WV ,Mod-High,97.2,56.1,59.2,63.8,65,77.2
Marion County,WV ,Low-Mod,97.2,56.4,59.7,63.5,65,84.6
Marshall County,WV ,Low,97.2,44.6,46.8,50.4,52.3,67.2
Mason County,WV ,Mod-High,97.2,49.1,51.8,56,58.4,79.5
McDowell County,WV ,High,97.2,51.1,53.8,58.7,62,69.1
Mercer County,WV ,High,97.2,52.9,56.1,60.7,62.5,77.7
Mineral County,WV ,Mod-High,97.2,50.7,53.4,57.3,59.1,79.9
Mingo County,WV ,High,97.2,40,42.7,46.6,49,67.7
Monongalia County,WV ,Low-Mod,97.2,58.2,61.2,63.1,63,83.3
Monroe County,WV ,Low-Mod,97.2,48.4,50.8,54.3,56.4,74.6
Morgan County,WV ,Low,97.2,40.1,41.8,44.7,46.6,67.7
Nicholas County,WV ,Mod-High,97.2,52.2,55,59.4,61.7,82.5
Ohio County,WV ,Low-Mod,97.2,65.7,69.2,73.9,75.2,95
Pendleton County,WV ,Low-Mod,97.2,58.3,61.1,65.2,68,89
Pleasants County,WV ,Low-Mod,97.2,51.9,54.6,58.1,60,86.1
Pocahontas County,WV ,Low-Mod,97.2,52.4,55,58.6,61.2,79.6
Preston County,WV ,Mod-High,97.2,55.4,58.3,62.5,64.9,79.7
Putnam County,WV ,Low,97.2,57.9,60.9,65.2,67.1,82.6
Raleigh County,WV ,High,97.2,53.6,56.5,61.3,63.5,80.5
Randolph County,WV ,Mod-High,97.2,54.2,57.2,60.8,62.6,79.8
Ritchie County,WV ,Low-Mod,97.2,49,51.6,55.3,57.9,72.9
Roane County,WV ,Mod-High,97.2,47.7,49.9,53.8,55.3,73
Summers County,WV ,High,97.2,62.8,65.3,68.3,69.4,85.8
Taylor County,WV ,Low-Mod,97.2,47.1,49.3,53.1,54.4,68.3
Tucker County,WV ,Low-Mod,97.2,60.3,62.7,65.7,66.8,82.6
Tyler County,WV ,Low,97.2,42,44,47.4,49.3,65
Upshur County,WV ,Mod-High,97.2,49.9,52.5,56.6,58.7,80.9
Wayne County,WV ,Mod-High,97.2,53.5,56.2,60.2,62.4,77.7
Webster County,WV ,Mod-High,97.2,47.3,49.5,53.5,55.3,75.8
Wetzel County,WV ,Low-Mod,97.2,57,60,64.4,66.9,88.3
Wirt County,WV ,Low-Mod,97.2,47.5,49.7,54.2,57,78.5
Wood County,WV ,Low-Mod,97.2,58.1,61.5,66.1,68.3,86.5
Wyoming County,WV ,Mod-High,97.2,52.3,54.9,59.2,61.1,75.4
Adams County,WI ,Mod-High,96.9,56.4,58.3,60.7,62.5,76.4
Ashland County,WI ,Mod-High,96.9,70.9,75.2,79,80.7,95
Barron County,WI ,Low-Mod,96.9,53.1,56.2,60.4,63.3,84.2
Bayfield County,WI ,Low,96.9,81.4,85.2,88.6,90.9,95
Brown County,WI ,Low-Mod,96.9,64.5,68.8,73.2,74.9,95
Buffalo County,WI ,Low,96.9,50,52.9,55.9,57.4,80.2
Burnett County,WI ,Low,96.9,56.6,59.1,62.6,64.8,85.1
Calumet County,WI ,Low,96.9,55.9,59,62.9,65.4,89.5
Chippewa County,WI ,Low,96.9,56.5,59.8,63.8,66.3,92.9
Clark County,WI ,Mod-High,96.9,37.4,40.7,45.5,49.4,77.5
Columbia County,WI ,Low,96.9,66.7,70.5,74.2,75.9,95
Crawford County,WI ,Low-Mod,96.9,58,60.9,64.2,66.7,87.1
Dane County,WI ,Low,96.9,82.2,86.9,89.2,89.6,95
Dodge County,WI ,Low,96.9,51.8,54.3,57.7,59.6,87.3
Door County,WI ,Low,96.9,77.7,80.9,84.2,86.4,95
Douglas County,WI ,Low-Mod,96.9,43.6,45.8,48.6,50,69
Dunn County,WI ,Low,96.9,48.8,51.4,54,54.9,83.2
Eau Claire County,WI ,Low,96.9,61.5,65.1,67.7,68.6,91.4
Florence County,WI ,Low,96.9,54.4,56.3,59.3,61.1,94.1
Fond du Lac County,WI ,Low,96.9,55.2,58.3,62.2,64.6,86
Forest County,WI ,Mod-High,96.9,59.8,63.3,67.6,70.1,93.7
Grant County,WI ,Low,96.9,54.6,57.8,61.2,62.9,95
Green County,WI ,Low,96.9,63.8,67.4,70.8,72.6,91.4
Green Lake County,WI ,Low-Mod,96.9,55.5,58.8,63.2,66.4,89.1
Iowa County,WI ,Low,96.9,68.5,72.4,76.4,78.5,95
Iron County,WI ,Low-Mod,96.9,65.9,68,71.2,73.2,89.7
Jackson County,WI ,Mod-High,96.9,49.7,52.7,56.1,57.5,80.5
Jefferson County,WI ,Low,96.9,57.2,60.2,63.4,64.9,85.4
Juneau County,WI ,Low-Mod,96.9,53.1,56.1,59.4,61.5,86.2
Kenosha County,WI ,Mod-High,96.9,59.5,63.1,67.3,69.2,91
Kewaunee County,WI ,Low,96.9,51.8,54.7,58.6,61.1,83
La Crosse County,WI ,Low,96.9,68.4,72.1,74.9,75.3,95
Lafayette County,WI ,Low,96.9,59.9,63.9,68.6,71.2,95
Langlade County,WI ,Low-Mod,96.9,53.5,56.3,60.3,63,85.7
Lincoln County,WI ,Low,96.9,55,57.7,61,63.3,93.3
Manitowoc County,WI ,Low,96.9,60.2,63.4,67.5,69.8,92.5
Marathon County,WI ,Low,96.9,59.7,63.4,67.7,69.7,89.1
Marinette County,WI ,Low-Mod,96.9,52.5,55,58.7,61.3,86.5
Marquette County,WI ,Low-Mod,96.9,53,55.7,59.4,61.4,84.6
Menominee County,WI ,High,96.9,79.3,87.5,94.5,94.4,95
Milwaukee County,WI ,High,96.9,63.6,68.3,72.9,74.6,90.3
Monroe County,WI ,Low-Mod,96.9,53.7,57.5,62.3,64.9,89.7
Oconto County,WI ,Low,96.9,52.9,55.7,59.4,61.9,89.2
Oneida County,WI ,Low,96.9,64.8,67.8,71.5,73.5,95
Outagamie County,WI ,Low,96.9,63.8,67.9,72.2,73.8,95
Ozaukee County,WI ,Low,96.9,71.3,75.2,78.5,79.7,95
Pepin County,WI ,Low,96.9,49.3,52.2,55.8,56.8,78.9
Pierce County,WI ,Low,96.9,43.8,46,48.4,50,84.5
Polk County,WI ,Low,96.9,50.5,53.1,56.7,59.4,88.1
Portage County,WI ,Low,96.9,61.8,65,67.7,68.5,92.2
Price County,WI ,Low,96.9,61.8,64.6,68.4,70.6,91.3
Racine County,WI ,Low-Mod,96.9,60.2,64.1,68.6,70.9,92.1
Richland County,WI ,Low-Mod,96.9,58.5,61.6,65.7,67.6,85.8
Rock County,WI ,Low-Mod,96.9,68.6,73.1,77.7,80.4,95
Rusk County,WI ,Low-Mod,96.9,41,43.3,46.3,48.4,66.8
Sauk County,WI ,Low,96.9,63.1,67.1,71.3,73.6,94.9
Sawyer County,WI ,Low-Mod,96.9,59.5,62.5,65.7,66.9,88.9
Shawano County,WI ,Low,96.9,53.2,56.2,60.2,62.5,80.7
Sheboygan County,WI ,Low,96.9,61.9,65.5,69.4,71.5,91.7
St. Croix County,WI ,Low,96.9,49.8,53,56.2,58,84.2
Taylor County,WI ,Low,96.9,35.2,37.4,40.5,43,67.3
Trempealeau County,WI ,Low-Mod,96.9,65.6,70.6,76.2,78.7,95
Vernon County,WI ,Low-Mod,96.9,54.9,58.8,63.7,66.5,89.9
Vilas County,WI ,Low,96.9,65.3,68.3,72,74.7,94.5
Walworth County,WI ,Low-Mod,96.9,53.6,56.3,59.6,61.5,86.6
Washburn County,WI ,Low,96.9,62.6,65.6,69.8,72.6,95
Washington County,WI ,Low,96.9,57.3,60.5,64.4,66.8,90.7
Waukesha County,WI ,Low,96.9,69.5,73.3,76.8,78.5,94.9
Waupaca County,WI ,Low,96.9,54.1,56.9,60.8,63.1,90
Waushara County,WI ,Low-Mod,96.9,44.6,46.7,49.5,51.2,71.3
Winnebago County,WI ,Low,96.9,60.7,64.2,67.5,68.6,90.3
Wood County,WI ,Low,96.9,61.2,64.9,69.3,71.4,92.4
Albany County,WY ,Low,97.1,55.9,58.5,60.4,60.5,88.8
Big Horn County,WY ,Low-Mod,97.1,39.1,41.6,45.6,48.3,70.4
Campbell County,WY ,Low-Mod,97.1,30.6,33,36.9,39.6,72.7
Carbon County,WY ,Mod-High,97.1,45.5,48.6,52.8,55.5,71.4
Converse County,WY ,Low,97.1,33.9,36.2,40,42.7,67.7
Crook County,WY ,Low,97.1,30.4,32.8,36.3,38.8,65.4
Fremont County,WY ,Mod-High,97.1,60.9,65.2,69.8,70.7,84.3
Goshen County,WY ,Low-Mod,97.1,40,42.2,45.3,47.2,72.9
Hot Springs County,WY ,Low,97.1,49.6,52.1,56.1,59.2,80.8
Johnson County,WY ,Low,97.1,43,45.1,48.9,51.4,74.2
Laramie County,WY ,Low-Mod,97.1,55.5,59.2,64.1,66,87.9
Lincoln County,WY ,Low,97.1,43.2,46.2,51.1,54.2,77.8
Natrona County,WY ,Low-Mod,97.1,45.8,49,53.4,55.7,79.4
Niobrara County,WY ,Low-Mod,97.1,31.1,33.1,35.3,37,61.5
Park County,WY ,Low,97.1,45.8,48.3,52.1,54.6,75.3
Platte County,WY ,Low,97.1,41,43.2,46.7,49,72.2
Sheridan County,WY ,Low,97.1,52.4,55.2,58.9,61.7,89
Sublette County,WY ,Low,97.1,36.8,38.9,42.1,44.2,57.5
Sweetwater County,WY ,Low-Mod,97.1,49.2,52.7,57.8,60.8,90.4
Teton County,WY ,Low,97.1,91.7,95,95,95,95
Uinta County,WY ,Low-Mod,97.1,50.7,54.3,60.5,64.4,88.9
Washakie County,WY ,Low-Mod,97.1,43.6,45.9,49.3,52.8,81.1
Weston County,WY ,Low-Mod,97.1,37.4,39.4,42.6,45.3,71.8
